sex_of_respondent_male,adults_who_have_been_told_they_have_high_blood_pressure_by_a_doctor_nurse_or_other_health_professional_yes,have_you_smoked_at_least_100_cigarettes_in_your_entire_life_note_5_packs_100_cigarettes_yes,respondents_that_have_ever_reported_having_coronary_heart_disease_chd_or_myocardial_infarction_mi_reported_having_mi_or_chd,ever_told_you_had_a_heart_attack_also_called_a_myocardial_infarction_yes,ever_told_you_had_angina_or_coronary_heart_disease_yes,have_you_ever_been_told_by_a_doctor_nurse_or_other_health_professional_that_your_cholesterol_is_high_yes,are_you_currently_taking_medicine_prescribed_by_your_doctor_or_other_health_professional_for_your_cholesterol_yes,during_the_past_month_other_than_your_regular_job_did_you_participate_in_any_physical_activities_or_exercises_such_as_running_calisthenics_golf_gardening_or_walking_for_exercise_yes,adults_who_reported_doing_physical_activity_or_exercise_during_the_past_30_days_other_than_their_regular_job_no_physical_activity_or_exercise_in_last_30_days,physical_activity_index_meet_aerobic_recommendations,adults_that_participated_in_greater_than_300_minutes_or_vigorous_equivalent_minutes_of_physical_activity_per_week_2_levels_301_minutes_or_vigorous_equivalent_minutes_of_physical_activity,ever_told_you_had_diabetes_if_yes_and_respondent_is_female_ask_was_this_only_when_you_were_pregnant_if_respondent_says_pre_diabetes_or_borderline_diabetes_use_response_code_4_no,ever_told_you_had_diabetes_if_yes_and_respondent_is_female_ask_was_this_only_when_you_were_pregnant_if_respondent_says_pre_diabetes_or_borderline_diabetes_use_response_code_4_no_pre_diabetes_or_borderline_diabetes,ever_told_you_had_diabetes_if_yes_and_respondent_is_female_ask_was_this_only_when_you_were_pregnant_if_respondent_says_pre_diabetes_or_borderline_diabetes_use_response_code_4_yes,ever_told_you_had_diabetes_if_yes_and_respondent_is_female_ask_was_this_only_when_you_were_pregnant_if_respondent_says_pre_diabetes_or_borderline_diabetes_use_response_code_4_yes_but_female_told_only_during_pregnancy,four_level_smoker_status_everyday_smoker_someday_smoker_former_smoker_non_smoker_current_smoker,four_level_smoker_status_everyday_smoker_someday_smoker_former_smoker_non_smoker_former_smoker,four_level_smoker_status_everyday_smoker_someday_smoker_former_smoker_non_smoker_never_smoked,not_including_kidney_stones_bladder_infection_or_incontinence_were_you_ever_told_you_had_kidney_disease_don_t_know_not_sure,not_including_kidney_stones_bladder_infection_or_incontinence_were_you_ever_told_you_had_kidney_disease_no,not_including_kidney_stones_bladder_infection_or_incontinence_were_you_ever_told_you_had_kidney_disease_yes,has_a_doctor_or_other_health_professional_ever_told_you_that_you_had_prediabetes_or_borderline_diabetes_if_yes_and_respondent_is_female_ask_was_this_only_when_you_were_pregnant_no,has_a_doctor_or_other_health_professional_ever_told_you_that_you_had_prediabetes_or_borderline_diabetes_if_yes_and_respondent_is_female_ask_was_this_only_when_you_were_pregnant_yes,has_a_doctor_or_other_health_professional_ever_told_you_that_you_had_prediabetes_or_borderline_diabetes_if_yes_and_respondent_is_female_ask_was_this_only_when_you_were_pregnant_yes_during_pregnancy,are_you_currently_a_homemaker,are_you_currently_a_student,are_you_currently_employed_for_wages,are_you_currently_out_of_work_for_1_year_or_more,are_you_currently_out_of_work_for_less_than_1_year,are_you_currently_retired,are_you_currently_self_employed,are_you_currently_unable_to_work,are_you_marital_status_a_member_of_an_unmarried_couple,are_you_marital_status_divorced,are_you_marital_status_married,are_you_marital_status_never_married,are_you_marital_status_separated,are_you_marital_status_widowed,would_you_say_that_in_general_your_health_is,what_is_the_highest_grade_or_year_of_school_you_completed,is_your_annual_household_income_from_all_sources_if_respondent_refuses_at_any_income_level_code_refused,imputed_age_value_collapsed_above_80,body_mass_index_bmi,minutes_of_physical_activity_per_week_for_first_activity,now_thinking_about_your_physical_health_which_includes_physical_illness_and_injury_for_how_many_days_during_the_past_30_days_was_your_physical_health_not_good,now_thinking_about_your_mental_health_which_includes_stress_depression_and_problems_with_emotions_for_how_many_days_during_the_past_30_days_was_your_mental_health_not_good
0.005528492060990602,0.2299163542746755,-0.005804260243026502,1.3846576199639122,0.34163028223462194,-0.0009534123565496374,0.026447670481041113,-0.09939426262658564,-0.00117163606497011,-0.0004034059466702577,-0.00010643954125619552,0.004581577083113968,-0.005068120087742019,3.7840298251846597e-06,-0.011605943256348688,-3.115496018857153e-05,-0.01562756675986753,-0.0005973894588151298,-0.01638294015085486,0.0,-0.015308045814741657,-0.00699664058858563,-0.0001310919599611799,-0.0004440743286370317,-0.00016774197885796913,7.295793495778062e-07,0.0012746374002473183,0.09906882025209073,-0.0003054911709670619,3.107481913771321e-05,0.022340806846324703,0.006567777356758626,-0.052706582082856696,0.0018904033758677793,-0.004953371931655454,0.04531818421996309,-0.06760028381387718,-0.0010001896467092247,-0.004617416094416446,0.60925450307347,0.035513057750464185,0.10211183377121584,0.14529480042200124,-0.02165856570122251,-0.0905756266710217,0.082592291082464,0.09221812399362041
0.02974129547099627,0.33090739056344304,0.012251845505221732,-0.09872909648143215,-0.023061103432101854,6.325441346044233e-05,-0.003832579903801912,-0.14797537692428128,0.009706227806009207,0.00013413225873580727,8.286083183912348e-05,0.002761624250135294,0.048029425049019824,-4.792311355856683e-05,0.17342418701207557,-0.00012821306068559645,0.11760464184704175,-0.0005158512041706962,0.04030369780674713,0.0,-0.011042883004574343,-0.006883196147867798,0.001309546646942946,-0.00014025430975708224,-0.0003351302257352324,5.396879483034039e-05,0.0007032577702352985,0.14289969529550542,-0.0006542786781671102,-9.794141025169682e-05,-0.0006040174884151818,0.0034762435350437376,0.5496323316328353,0.0034220357016117005,-0.005656349406684674,0.05756827758256714,0.015423605759002035,0.14506219910459853,-0.0011077747726073851,0.12045671578550268,0.05788725977364427,0.12162365264846743,0.30946932955802325,-0.015834386398586555,0.004550008424656077,-0.013843787813141757,0.04650762989722264
-0.004910525537341584,-0.20829610446461347,-0.007413944909185193,-0.09624809063889407,-0.017628609327438226,-0.0002960336607562544,0.036151228762003204,-0.21533952207811227,-0.0009129783597003509,-0.00021026334802969542,-0.00011962876096723599,-0.0014073582082689343,-0.01928964827327022,-0.001724008198458789,-0.02387133050674368,-2.0777768627359952e-05,-0.028224957285577053,-0.0004996262372503989,-0.016709564622067147,0.0,-0.0033262725036794934,-0.014348221238744916,-9.505845429272662e-05,-0.0008037579390774067,-0.00010045681807409928,5.0971947609777346e-05,0.0006196202139786362,-0.142639464693483,-0.0022363342073873516,-3.421096448311769e-05,-0.007822582737489033,0.0037764861844247423,-0.035684851337366486,0.0007252590441127558,-0.003084964085145166,-0.039207236624315446,0.0040786726780107346,-0.0029758581400463127,-0.0041832812504746806,-0.4149310044183405,-0.09235934612473494,-0.08289727747206323,-0.5293692825480186,0.02566876657808668,0.0032403296500705236,-0.042900558659570855,-0.03473352465408684
-0.008507376025618867,0.1863853162717316,0.011346456914253627,-0.060199816535688254,-0.030060582163918655,0.00016485272216757823,-0.01775886914948775,0.44323713455643643,0.010544204103209737,0.0009895838299773983,0.0003982428038959091,0.010868035608722721,-0.004674794537943892,-1.82469145533106e-05,-0.01240001870382405,-6.589647939804272e-06,-0.012223706180870254,0.0010591915037487865,0.02755727248798949,0.0,-0.008231825218112923,-0.006846172682918904,3.6904145843247285e-06,-0.00030303180018206757,-0.00021462850757292493,-1.0015854881521716e-05,0.0005983848652383015,0.11594564217027428,-0.0009710254836869804,-2.381964703201234e-05,0.024979429051566214,0.006790842419463577,-0.029351788192530117,0.0013040493521604447,-0.0058042142203359156,-0.06793547929380489,0.006670639769800669,-0.0018731754074772025,-0.0018698455402773135,0.15742388435120314,0.04218629405456727,-0.10530974768236288,0.8255531289324453,0.05806711887423381,0.024098782133398364,0.0910390845207962,-0.02764314919029304
-0.014564840049580271,0.19721039746514904,-0.005465900354096539,-0.06583331708358528,-0.03360233906356741,-3.4905895798935165e-06,-0.023132235148233107,0.4500199356722172,-0.0033072536161650036,-7.357422780569126e-05,-0.0003059437483185742,0.004275707879499663,0.05780758812385698,0.005807805811751682,-0.017464564117847674,-1.3345925508958136e-05,-0.022185910558679967,-0.0010256386290139097,-0.03507878810109013,0.0,-0.010920823799848217,-0.007601766999362934,-0.00017139015946064594,-0.0004363386211799159,-0.0002002927264976974,4.892478986759048e-05,0.001692470564459135,0.09847767738001524,-0.0015178786422164468,-6.0713720334163934e-06,0.022963094922357246,0.0060961626874916144,-0.0426261412101504,0.0009456245080037937,-0.003982282359336113,-0.059286486018825114,0.007531338926851306,-0.0021622459081780333,-0.00104609484761613,0.1280185519510076,-0.05328367492498868,-0.07180403800284743,0.43869205958527546,-0.026982737693395896,0.012214222976698772,-0.05259408471356248,0.227984899905754
0.0011458825647665744,0.32333445828706037,-0.0064544293419707376,-0.10136905619989688,-0.021267298811023603,9.68760163227618e-05,0.04524583282574494,-0.275903327173489,-0.0019158263908487254,-7.357422780569126e-05,-0.0003179107689378647,-0.0016351238180612483,-0.008147756094749724,-0.0002378963201416089,-0.026334492372594026,-2.592935844662653e-05,-0.02125873096147477,-0.0016503255144107636,-0.017221121243776144,0.0,-0.0071958436955582615,-0.012057598425901433,0.0022908562643399965,0.017907059244818682,-0.00012266269127227694,-2.706164109212687e-06,0.0018197016453582924,-0.1776897254867053,-0.0015771785108599215,-1.4728397876182136e-05,-0.0034289341340497295,0.0034096274862866587,-0.04459386462124604,0.0009995175482028465,-0.00423734473088321,-0.049926705623076384,0.0018215610711028655,-0.0026332389362378975,-0.003927487897394163,-0.25053439959289125,-0.1037540081763817,-0.12950167359952017,-0.146006279200712,-0.01399639790221052,-0.07963021504050541,-0.03738908095854586,-0.03619667714391997
-0.004866328019532128,-0.21679042852723374,0.017790694193051643,-0.09556842503606582,-0.0171839568126876,-0.0005277428772441498,0.05242824320637962,-0.2881957128643224,-0.003183441633031081,-0.00021026334802969542,-0.00013630097749047773,0.0002605378739615926,-0.009045990081562672,-0.0008277170328237935,-0.022319377809400135,-2.0438128539016497e-05,-0.030198144826781674,0.0019257729730112515,0.035459159309400475,0.0,-0.004800971634740607,-0.016558943370358663,-0.00011913183811461392,-0.0005107786018667259,-0.00012943535170285397,5.037375129195568e-07,0.0019139733631970165,-0.17754728039936107,-0.0030149498381405286,-3.8935712073988755e-05,-0.00814950382971169,0.0036044051439062873,-0.03486829855006576,0.0008698646185997563,-0.0037216788403081026,-0.041556940419163836,0.0032537173871495227,-0.0032647536914487364,-0.004407521004918007,-0.22519611421156124,-0.09869142383315002,-0.06562269325812818,-0.4744921538103789,0.019801419441308254,0.03438410872550289,-0.04151433682399079,-0.03553834491570585
-0.023147597213981064,-0.22737055771639922,-0.015965219254406318,-0.08063992244906726,-0.03161419145640643,2.745468245660257e-05,0.04139696519732321,-0.24302106777908228,-0.00911203594733906,-7.357422780569126e-05,-0.0001931066212597814,-0.004921570096581976,-0.021259012338122166,-4.1660209385653196e-05,-0.033321773985881986,-1.2577858289244942e-05,-0.016400434130218657,-0.0006123428239091382,-0.022998061034528786,0.0,-0.0034508070178898764,-0.007299736601848508,-7.721918400173013e-05,-0.0003642931126140793,-7.536418857869181e-05,0.00035594730033427103,0.0016450402640535914,0.07285635455437957,-0.0008675993374362847,-3.065878079386187e-05,0.030338018524822454,0.004857360577957683,-0.025617060183631753,-0.00277016445042892,-0.003208742093249974,0.03900887655333869,0.009171627034633818,-0.0016178109803647225,0.012994471633015146,-0.5107238885379046,-0.08625752108813543,-0.07207041758436653,0.6467675978424792,0.01418413937428487,0.0032447969283718177,-0.03755612265365084,-0.03561940189640082
0.014064617785424588,-0.23359362590482977,-0.008790685414469005,-0.09014853373946626,-0.021393225096222344,5.563057649229943e-05,0.03964784301531138,-0.21903784538466026,-0.0028165521074864147,-7.357422780569126e-05,-0.0011413601174467553,-0.004408607492124985,-0.019451231565182334,-7.997167175602458e-05,-0.02559684719927447,-2.0777768627359952e-05,-0.014150821603073599,-0.0005662086106950474,-0.020790531146195758,0.0,-0.004735147690034238,-0.009367351469794392,-0.00015697182403351468,-0.0005549827735249094,-0.00011529549829850578,1.2078353367842452e-05,0.0016782253815025437,-0.16798146136235387,-0.0014354238576536516,-1.4328571429380475e-05,-0.001875247500859791,0.0040028674895132114,-0.03856588764420866,0.0009796135853879645,-0.002461561070084643,-0.03674246951685013,0.0053592564237616176,-0.0015155459228292504,-0.002589282372413971,-0.480637866097856,-0.06810577696945067,-0.08481950875488058,0.053629268614207845,-0.012716314047213018,0.025918222778823732,-0.04472119447580295,-0.04711090337721733
-0.01091558219192152,0.35447856056746185,-0.0065125922262096155,-0.08645153880554596,-0.024896185216693394,3.61076663968179e-05,0.025560103923946045,-0.20308194392195777,-0.003213439527799331,-0.0004034059466702577,-0.0004646881843334908,0.003790672878635005,-0.009540369222912263,-0.00033749100431854686,-0.03253147782775439,-1.9088472863833936e-05,-0.01673495651520844,0.0010597773635481341,-0.046956725745462786,0.0,-0.007686456845857625,-0.010539186313280576,0.0007825040923530415,0.0062079660056535025,-0.00015885020825350094,4.9554703698471605e-05,-0.0004979444140528886,0.12520053322041985,-5.079481225488771e-05,-9.13055241188805e-06,0.030619365851582387,0.0027594521578354785,-0.028412715574688538,0.002895948119918605,0.10360221222580689,0.04495844765494907,0.016630044338275474,-0.0026961670978946843,-0.000815762383373694,0.6186853279027587,0.08217311788099518,0.0996441329515081,0.6303801375587708,0.2065129409948346,0.037804826665883674,0.16095777082583532,0.11301572956292147
